TP2_mean,TP2_max,TP2_min,TP2_median,TP2_var,TP3_mean,TP3_max,TP3_min,TP3_median,TP3_var,H1_mean,H1_max,H1_min,H1_median,H1_var,DV_pressure_mean,DV_pressure_max,DV_pressure_min,DV_pressure_median,DV_pressure_var,Reservoirs_mean,Reservoirs_max,Reservoirs_min,Reservoirs_median,Reservoirs_var,Oil_temperature_mean,Oil_temperature_max,Oil_temperature_min,Oil_temperature_median,Oil_temperature_var,Motor_current_mean,Motor_current_max,Motor_current_min,Motor_current_median,Motor_current_var,COMP_mean,COMP_max,COMP_min,COMP_median,COMP_var,DV_eletric_mean,DV_eletric_max,DV_eletric_min,DV_eletric_median,DV_eletric_var,Towers_mean,Towers_max,Towers_min,Towers_median,Towers_var,MPG_mean,MPG_max,MPG_min,MPG_median,MPG_var,LPS_mean,LPS_max,LPS_min,LPS_median,LPS_var,Pressure_switch_mean,Pressure_switch_max,Pressure_switch_min,Pressure_switch_median,Pressure_switch_var,Oil_level_mean,Oil_level_max,Oil_level_min,Oil_level_median,Oil_level_var,Caudal_impulses_mean,Caudal_impulses_max,Caudal_impulses_min,Caudal_impulses_median,Caudal_impulses_var,is_anomaly,fold
0.915535433070867,10.422,-0.0259999999999998,-0.0120000000000004,7.8388533643521825,9.042511811023624,10.188,8.088,9.045,0.3341303457097506,8.127472440944882,10.132,-0.0259999999999998,8.911999999999999,7.497340890541842,0.012007874015748252,5.438000000000001,-0.0219999999999984,-0.0199999999999995,0.14282471140020558,9.042874015748032,10.186,8.09,9.045,0.33283975481621914,62.67332677165354,69.75,57.975,61.97500000000001,11.941150845367392,1.8785433070866135,7.322500000000002,0.0424999999999995,0.0449999999999999,4.8613293419906,0.8937007874015748,1.0,0.0,1.0,0.09537518284522734,0.1062992125984252,1.0,0.0,0.0,0.0953751828452273,0.9409448818897638,1.0,0.0,1.0,0.05578724596184369,0.8937007874015748,1.0,0.0,1.0,0.09537518284522734,0.0,0.0,0.0,0.0,0.0,0.9960629921259843,1.0,0.0,1.0,0.003937007874015749,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,false,1
0.4131574803149642,10.462,-0.0279999999999986,-0.0139999999999993,3.8162359830070653,8.814456692913385,10.178,8.1,8.637,0.2705092609629343,8.3731968503937,10.18,-0.0279999999999986,8.591000000000001,3.7510455500295636,-0.022141732283463555,-0.0060000000000002,-0.0259999999999998,-0.0219999999999984,2.0984096355555223e-6,8.815566929133867,10.176,8.104,8.638,0.2692786259375675,56.258661417322884,61.87499999999999,52.125,55.525000000000006,8.530532390837545,0.9430216535433026,6.2925,0.0324999999999997,0.04,3.2052213918217594,0.952755905511811,1.0,0.0,1.0,0.045190003423485066,0.047244094488188976,1.0,0.0,0.0,0.045190003423485066,0.9763779527559056,1.0,0.0,1.0,0.023155208365752713,0.952755905511811,1.0,0.0,1.0,0.045190003423485066,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,false,1
1.5719372549019646,10.574,-0.0259999999999998,-0.009999999999998,12.630369539354644,8.962611764705887,10.22,7.912000000000001,8.85,0.3778005691523854,7.34442352941177,10.208,-0.0259999999999998,8.618,11.898960638814255,-0.016486274509802838,-0.0139999999999993,-0.0180000000000006,-0.0159999999999982,9.594565385227464e-7,8.963662745098043,10.22,7.914,8.852,0.37542698817353765,67.28960784313723,74.44999999999999,60.7,67.775,13.157598270804368,2.839882352941181,6.267499999999998,0.0349999999999992,3.6775,4.716354119962946,0.8235294117647058,1.0,0.0,1.0,0.1459008800370541,0.17647058823529413,1.0,0.0,0.0,0.14590088003705406,0.9176470588235294,1.0,0.0,1.0,0.07586845761926819,0.8235294117647058,1.0,0.0,1.0,0.1459008800370541,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,false,1
1.0524941176470612,10.524,-0.0259999999999998,-0.0120000000000004,9.076565282445573,8.989631372549013,10.202,8.008,8.93,0.2983676903504703,7.931043137254902,10.204,-0.0240000000000009,8.798,8.3691586713602,-0.016509803921567534,-0.009999999999998,-0.0180000000000006,-0.0159999999999982,1.0146672842384647e-6,8.991458823529415,10.2,8.01,8.932,0.29707354849467316,66.40235294117647,72.42500000000001,61.97500000000001,65.55,7.829502315886985,1.9043431372549053,6.2925,0.0349999999999992,0.04,4.890909040257834,0.8862745098039215,1.0,0.0,1.0,0.10118882198548704,0.11372549019607843,1.0,0.0,0.0,0.10118882198548707,0.9490196078431372,1.0,0.0,1.0,0.048571869692758986,0.8862745098039215,1.0,0.0,1.0,0.10118882198548704,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,false,1
0.43988188976378145,10.354,-0.0279999999999986,-0.0139999999999993,3.88571418362329,9.07784251968504,10.114,7.914,9.065000000000001,0.2778627735208983,8.605732283464562,10.114,-0.0279999999999986,9.012,4.2809976197441735,-0.01835433070866061,1.0419999999999998,-0.0259999999999998,-0.0219999999999984,0.004462656562198498,9.07767716535433,10.114,7.914,9.065000000000001,0.27758947639351284,61.06732283464562,70.275,55.3,59.80000000000001,16.30348331829067,1.5275885826771676,6.1800000000000015,0.0375000000000005,0.0424999999999995,4.020951597853317,0.9488188976377953,1.0,0.0,1.0,0.04875354019482738,0.051181102362204724,1.0,0.0,0.0,0.048753540194827395,0.9724409448818898,1.0,0.0,1.0,0.026905480688431713,0.9488188976377953,1.0,0.0,1.0,0.04875354019482738,0.0,0.0,0.0,0.0,0.0,0.9960629921259843,1.0,0.0,1.0,0.003937007874015748,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,false,1
0.8582992125984278,10.554,-0.0259999999999998,-0.0120000000000004,7.558847214465775,9.218787401574799,10.246,8.156,9.289000000000001,0.3635015435560657,8.340527559055124,10.252,-0.0240000000000009,9.113,7.633820479474648,-0.014952755905510734,-0.0120000000000004,-0.0180000000000006,-0.0139999999999993,1.6657433631061185e-6,9.22373228346457,10.248,8.162,9.298,0.3616140624319197,61.78681102362206,68.35,55.89999999999999,60.78750000000001,12.813847102486719,1.8064566929133816,6.345000000000001,0.0349999999999992,0.04,4.669240310370049,0.905511811023622,1.0,0.0,1.0,0.08589835361488898,0.09448818897637795,1.0,0.0,0.0,0.085898353614889,0.952755905511811,1.0,0.0,1.0,0.04519000342348508,0.905511811023622,1.0,0.0,1.0,0.08589835361488898,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,false,1
1.1017007874015732,10.558,-0.0259999999999998,-0.0120000000000004,9.383721744110042,9.070031496062983,10.19,8.1,9.107,0.3299611057234455,7.950362204724411,10.15,-0.0279999999999986,8.977,9.129441006629117,-0.021472440944880645,-0.0199999999999995,-0.0240000000000009,-0.0219999999999984,8.11490460924764e-7,9.070330708661412,10.188,8.104,9.106,0.32883764514020747,65.11417322834649,70.475,60.87499999999999,65.2875,6.5359742149326,2.31832677165355,6.282499999999999,0.0375000000000005,3.6750000000000007,4.83052742639507,0.8779527559055118,1.0,0.0,1.0,0.10757523886589274,0.1220472440944882,1.0,0.0,0.0,0.10757523886589272,0.937007874015748,1.0,0.0,1.0,0.059257414957517664,0.8779527559055118,1.0,0.0,1.0,0.10757523886589274,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,false,1
0.44559055118110424,10.556,-0.0279999999999986,-0.0139999999999993,4.157043499673215,9.006740157480314,10.18,8.118,8.975000000000001,0.2576699954561023,8.526346456692915,10.156,-0.032,8.91,4.186081713485418,-0.02329133858267713,-0.0199999999999995,-0.0259999999999998,-0.0240000000000009,1.1400827860967205e-6,9.006669291338579,10.18,8.12,8.975000000000001,0.2573826174722243,58.06564960629926,65.95,53.89999999999999,56.76249999999999,11.779148884644076,1.1590157480315015,6.305,0.0349999999999992,0.0424999999999995,3.621181389079084,0.9488188976377953,1.0,0.0,1.0,0.04875354019482738,0.051181102362204724,1.0,0.0,0.0,0.0487535401948274,0.9724409448818898,1.0,0.0,1.0,0.02690548068843172,0.9488188976377953,1.0,0.0,1.0,0.04875354019482738,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,false,1
0.39725984251968804,10.44,-0.0219999999999984,-0.009999999999998,3.716074359092466,9.110543307086616,10.104,8.044,9.148,0.19734767203012696,8.698763779527559,10.104,-0.0240000000000009,9.108,3.6286822759951507,-0.013905511811023013,-0.0120000000000004,-0.0159999999999982,-0.0139999999999993,7.183094208077735e-7,9.113708661417322,10.108,8.048,9.153,0.19696211241480147,60.08789370078742,63.475,58.07500000000002,60.287499999999994,0.9996379372724182,1.1455019685039423,6.3025,0.0324999999999997,0.0349999999999992,3.5016690405099453,0.9566929133858267,1.0,0.0,1.0,0.04159534406025335,0.04330708661417323,1.0,0.0,0.0,0.04159534406025335,0.9803149606299213,1.0,0.0,1.0,0.0193738134511842,0.9566929133858267,1.0,0.0,1.0,0.04159534406025335,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,false,1
1.6552598425196874,10.528,-0.0259999999999998,-0.009999999999998,12.824519639724878,9.031125984251972,10.192,8.086,8.978,0.36651377853163547,7.329149606299211,10.176,-0.0259999999999998,8.707,12.447945329308137,-0.0014803149606297014,2.033999999999999,-0.0219999999999984,-0.0180000000000006,0.01785047984812173,9.032330708661421,10.19,8.09,8.981000000000002,0.3654090601599696,66.51958661417324,72.0,62.35,65.95,7.770896962824093,2.634458661417322,6.2225,0.0349999999999992,3.6750000000000007,5.140185402434567,0.8188976377952756,1.0,0.0,1.0,0.14889047959914103,0.18110236220472442,1.0,0.0,0.0,0.14889047959914103,0.9094488188976378,1.0,0.0,1.0,0.08267716535433067,0.8188976377952756,1.0,0.0,1.0,0.14889047959914103,0.0,0.0,0.0,0.0,0.0,0.9960629921259843,1.0,0.0,1.0,0.003937007874015749,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,false,1
